DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
01/23/2013,11:00,BROOKLYN,11212,40.6544573,-73.9087722,"(40.6544573, -73.9087722)",BRISTOL STREET                  ,LINDEN BOULEVARD                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,161200,SPORT UTILITY / STATION WAGON,FIRE TRUCK,,,
01/23/2013,10:55,,,,,,41 AVENUE                       ,29 STREET                       ,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,274751,SMALL COM VEH(4 TIRES) ,UNKNOWN,,,
01/23/2013,10:50,QUEENS,11106,40.7554614,-73.9273525,"(40.7554614, -73.9273525)",36 AVENUE                       ,34 STREET                       ,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,274842,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
01/23/2013,10:50,QUEENS,11105,40.7846251,-73.9164731,"(40.7846251, -73.9164731)",20 ROAD                         ,SHORE BOULEVARD                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,274753,UNKNOWN,SPORT UTILITY / STATION WAGON,,,
01/23/2013,10:50,QUEENS,11101,40.7394255,-73.9346341,"(40.7394255, -73.9346341)",VANDAM STREET                   ,GALE AVENUE                     ,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,240919,SPORT UTILITY / STATION WAGON,LIVERY VEHICLE,,,
01/23/2013,10:50,BROOKLYN,11232,40.6444777,-74.0002126,"(40.6444777, -74.0002126)",8 AVENUE                        ,44 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,131568,PASSENGER VEHICLE,VAN,,,
01/23/2013,10:50,BROOKLYN,11210,40.6218578,-73.938229,"(40.6218578, -73.938229)",EAST 38 STREET                  ,KINGS HIGHWAY                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,127098,VAN,SPORT UTILITY / STATION WAGON,,,
01/23/2013,10:47,,,,,,BROADWAY                        ,HOOPER STREET                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,195176,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/23/2013,10:45,MANHATTAN,10011,40.7503074,-74.0083661,"(40.7503074, -74.0083661)",WEST 24 STREET                  ,WEST SIDE HIGHWAY               ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,18169,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/23/2013,10:45,BROOKLYN,11211,40.7089041,-73.9592525,"(40.7089041, -73.9592525)",HAVEMEYER STREET                ,BROADWAY                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,195175,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/23/2013,10:45,BROOKLYN,11207,40.6639246,-73.8996038,"(40.6639246, -73.8996038)",SNEDIKER AVENUE                 ,LIVONIA AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,165755,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/23/2013,10:43,BROOKLYN,11226,40.6548824,-73.9618804,"(40.6548824, -73.9618804)",OCEAN AVENUE                    ,PARKSIDE AVENUE                 ,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,153500,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
01/23/2013,10:35,,,,,,,,I/O OF BROOKLYN NAVY YARD               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,192342,PASSENGER VEHICLE,PICK-UP TRUCK,,,
01/23/2013,10:35,,,,,,ROCKAWAY BOULEVARD              ,BROOKVILLE BOULEVARD            ,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,222194,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/23/2013,10:34,BROOKLYN,11216,40.6854659,-73.9505916,"(40.6854659, -73.9505916)",MONROE STREET                   ,NOSTRAND AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,180435,PASSENGER VEHICLE,UNKNOWN,,,
01/23/2013,10:30,QUEENS,11419,40.6921293,-73.8348331,"(40.6921293, -73.8348331)",ATLANTIC AVENUE                 ,111 STREET                      ,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Fatigued/Drowsy,Unspecified,Unspecified,,205290,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
01/23/2013,10:30,QUEENS,11413,40.6722746,-73.7604686,"(40.6722746, -73.7604686)",EDGEWOOD AVENUE                 ,140 AVENUE                      ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,269454,SPORT UTILITY / STATION WAGON,BUS,,,
01/23/2013,10:30,QUEENS,11357,40.7848644,-73.8259907,"(40.7848644, -73.8259907)",143 STREET                      ,15 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,248683,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/23/2013,10:26,QUEENS,11101,40.756487,-73.9400388,"(40.756487, -73.9400388)",21 STREET                       ,39 AVENUE                       ,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,274756,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/23/2013,10:25,BRONX,10465,40.8305827,-73.8273743,"(40.8305827, -73.8273743)",BARKLEY AVENUE                  ,REVERE AVENUE                   ,,1,0,1,0,0,0,0,0,Unspecified,,,,,89691,UNKNOWN,,,,
01/23/2013,10:25,,,40.7713758,-73.8771311,"(40.7713758, -73.8771311)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3107047,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/23/2013,10:25,,,,,,PROSPECT AVENUE                 ,3 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,157233,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/23/2013,10:25,BROOKLYN,11219,40.6303364,-73.9934143,"(40.6303364, -73.9934143)",14 AVENUE                       ,55 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,131567,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/23/2013,10:22,,,,,,,,,0,0,0,0,0,0,0,0,Outside Car Distraction,Fatigued/Drowsy,,,,2927243,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/23/2013,10:20,,,,,,10 AVENUE                       ,WEST 14 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,10336,OTHER,PASSENGER VEHICLE,,,
01/23/2013,10:20,QUEENS,11105,40.7761313,-73.9106996,"(40.7761313, -73.9106996)",DITMARS BOULEVARD               ,31 STREET                       ,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,274759,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
01/23/2013,10:18,BROOKLYN,11201,40.6889031,-73.9809286,"(40.6889031, -73.9809286)",FULTON STREET                   ,FLATBUSH AVENUE                 ,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,192358,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/23/2013,10:18,BROOKLYN,11213,40.6722279,-73.9447109,"(40.6722279, -73.9447109)",BROOKLYN AVENUE                 ,STERLING PLACE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,173557,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/23/2013,10:15,,,,,,,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,2965127,PICK-UP TRUCK,PASSENGER VEHICLE,,,
01/23/2013,10:15,STATEN ISLAND,10304,40.5985042,-74.0919292,"(40.5985042, -74.0919292)",HUNTON STREET                   ,RICHMOND ROAD                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,296263,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
01/23/2013,10:13,MANHATTAN,10016,40.747067,-73.9792374,"(40.747067, -73.9792374)",EAST 35 STREET                  ,LEXINGTON AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,,,,,33959,LARGE COM VEH(6 OR MORE TIRES),,,,
01/23/2013,10:10,MANHATTAN,10009,40.7300064,-73.9835363,"(40.7300064, -73.9835363)",1 AVENUE                        ,EAST 12 STREET                  ,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,14781,PASSENGER VEHICLE,VAN,,,
01/23/2013,10:10,BROOKLYN,11236,40.6304522,-73.9098678,"(40.6304522, -73.9098678)",PAERDEGAT AVENUE NORTH          ,PAERDEGAT 5 STREET              ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,145608,OTHER,SPORT UTILITY / STATION WAGON,,,
01/23/2013,10:10,BROOKLYN,11213,40.6702792,-73.9254121,"(40.6702792, -73.9254121)",SAINT JOHNS PLACE               ,BUFFALO AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,173561,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
01/23/2013,10:03,BROOKLYN,11207,40.6658768,-73.8972326,"(40.6658768, -73.8972326)",ALABAMA AVENUE                  ,DUMONT AVENUE                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,165759,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,PASSENGER VEHICLE,,
01/23/2013,10:00,,,,,,SOUTH CONDUIT AVENUE            ,CROSSBAY BOULEVARD              ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,229669,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/23/2013,10:00,,,,,,JAMAICA AVENUE                  ,VANWYCK EXPRESSWAY              ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,210076,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/23/2013,10:00,QUEENS,11367,40.725132,-73.8270811,"(40.725132, -73.8270811)",72 AVENUE                       ,136 STREET                      ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,234801,SPORT UTILITY / STATION WAGON,,,,
01/23/2013,10:00,BROOKLYN,11229,40.5944378,-73.9574607,"(40.5944378, -73.9574607)",EAST 13 STREET                  ,GRAVESEND NECK ROAD             ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,118054,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/23/2013,10:00,BRONX,10456,40.8302258,-73.9089612,"(40.8302258, -73.9089612)",EAST 167 STREET                 ,PARK AVENUE                     ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,79316,UNKNOWN,SPORT UTILITY / STATION WAGON,,,
01/23/2013,0:50,,,,,,WEST TREMONT AVENUE             ,SEDGWICK AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,92915,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/23/2013,0:50,MANHATTAN,10022,40.7602226,-73.967462,"(40.7602226, -73.967462)",EAST 57 STREET                  ,3 AVENUE                        ,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,33956,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/23/2013,0:40,BROOKLYN,11220,40.6326333,-74.0125342,"(40.6326333, -74.0125342)",65 STREET                       ,8 AVENUE                        ,,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,,,,142109,PASSENGER VEHICLE,BUS,,,
01/23/2013,0:30,BROOKLYN,11237,40.7077851,-73.9320718,"(40.7077851, -73.9320718)",KNICKERBOCKER AVENUE            ,JOHNSON AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,195174,OTHER,LIVERY VEHICLE,,,
01/23/2013,0:30,BROOKLYN,11226,40.6431849,-73.9497292,"(40.6431849, -73.9497292)",EAST 29 STREET                  ,CLARENDON ROAD                  ,,0,0,0,0,0,0,0,0,Failure to Keep Right,Unspecified,,,,136911,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/23/2013,0:23,BROOKLYN,11223,40.6064789,-73.9646162,"(40.6064789, -73.9646162)",KINGS HIGHWAY                   ,EAST 8 STREET                   ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,118060,PASSENGER VEHICLE,UNKNOWN,,,
01/23/2013,0:05,,,,,,SEDGWICK AVENUE                 ,UNDERCLIFF AVENUE               ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,86289,LARGE COM VEH(6 OR MORE TIRES),VAN,UNKNOWN,,
01/23/2013,0:02,,,40.725178,-73.9727295,"(40.725178, -73.9727295)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2837795,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/23/2013,0:01,,,,,,21 STREET                       ,ASTORIA PARK SOUTH              ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,274747,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/24/2013,9:57,QUEENS,11422,40.6656136,-73.7356712,"(40.6656136, -73.7356712)",SUNRISE HIGHWAY                 ,FRANCIS LEWIS BOULEVARD         ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,222203,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/24/2013,9:55,BROOKLYN,11234,40.6158012,-73.9306706,"(40.6158012, -73.9306706)",HENDRICKSON STREET              ,AVENUE R                        ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,127102,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/24/2013,9:55,BRONX,10461,40.83496,-73.8307419,"(40.83496, -73.8307419)",EAST TREMONT AVENUE             ,MAYFLOWER AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,89686,PASSENGER VEHICLE,UNKNOWN,,,
01/24/2013,9:52,BROOKLYN,11217,40.6840525,-73.9774579,"(40.6840525, -73.9774579)",FLATBUSH AVENUE                 ,ATLANTIC AVENUE                 ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,188990,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
01/24/2013,9:50,MANHATTAN,10002,40.7124628,-73.9924034,"(40.7124628, -73.9924034)",PIKE STREET                     ,MADISON STREET                  ,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,12762,TAXI,,,,
01/24/2013,9:50,MANHATTAN,10069,40.7788826,-73.9883121,"(40.7788826, -73.9883121)",WEST 69 STREET                  ,RIVERSIDE BOULEVARD             ,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,53403,TAXI,PASSENGER VEHICLE,,,
01/24/2013,9:50,BROOKLYN,11237,40.7049923,-73.9173483,"(40.7049923, -73.9173483)",STOCKHOLM STREET                ,SAINT NICHOLAS AVENUE           ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,185466,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/24/2013,9:49,,,,,,METROPOLITAN AVENUE             ,MEEKER AVENUE                   ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,199117,PASSENGER VEHICLE,OTHER,,,
01/24/2013,9:49,,,,,,BETHEL LOOP                     ,VANDALIA AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,165768,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/24/2013,9:48,MANHATTAN,10011,40.744099,-73.9956441,"(40.744099, -73.9956441)",WEST 23 STREET                  ,7 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,18175,PASSENGER VEHICLE,VAN,,,
01/24/2013,9:45,QUEENS,11420,40.667392,-73.8141205,"(40.667392, -73.8141205)",149 AVENUE                      ,126 STREET                      ,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,229674,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,
01/24/2013,9:45,,,40.7670545,-73.8871762,"(40.7670545, -73.8871762)",,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,,3107048,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,BUS,
01/24/2013,9:45,,,,,,,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,2912828,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/24/2013,9:45,QUEENS,11694,40.5799915,-73.8492907,"(40.5799915, -73.8492907)",CRONSTON AVENUE                 ,BEACH 128 STREET                ,,0,0,0,0,0,0,0,0,Accelerator Defective,,,,,201434,PASSENGER VEHICLE,,,,
01/24/2013,9:45,QUEENS,11374,40.7324716,-73.8616432,"(40.7324716, -73.8616432)",62 DRIVE                        ,97 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,265422,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/24/2013,9:45,BROOKLYN,11201,40.6949617,-73.987162,"(40.6949617, -73.987162)",JAY STREET                      ,JOHNSON STREET                  ,,0,0,0,0,0,0,0,0,Prescription Medication,Unsafe Speed,,,,188991,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/24/2013,9:40,STATEN ISLAND,10312,40.5610915,-74.1698275,"(40.5610915, -74.1698275)",ARTHUR KILL ROAD                ,RICHMOND AVENUE                 ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,296332,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/24/2013,9:40,QUEENS,11415,40.7082901,-73.8307641,"(40.7082901, -73.8307641)",CUTHBERT ROAD                   ,LEFFERTS BOULEVARD              ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,205299,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/24/2013,9:40,BRONX,10467,40.8777986,-73.8680486,"(40.8777986, -73.8680486)",EAST GUN HILL ROAD              ,OLINVILLE AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,96530,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/24/2013,9:35,BRONX,10468,40.8674755,-73.8974019,"(40.8674755, -73.8974019)",EAST KINGSBRIDGE ROAD           ,JEROME AVENUE                   ,,1,0,1,0,0,0,0,0,Unspecified,,,,,110724,BUS,,,,
01/24/2013,9:35,BROOKLYN,11211,40.7141828,-73.9533514,"(40.7141828, -73.9533514)",MEEKER AVENUE                   ,NORTH 6 STREET                  ,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,199119,PASSENGER VEHICLE,OTHER,,,
01/24/2013,9:32,BRONX,10469,40.8660979,-73.8378429,"(40.8660979, -73.8378429)",EAST GUN HILL ROAD              ,TIEMANN AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,104146,VAN,UNKNOWN,,,
01/24/2013,9:30,BROOKLYN,11235,40.588514,-73.9493455,"(40.588514, -73.9493455)",OCEAN AVENUE                    ,AVENUE Z                        ,,1,0,1,0,0,0,0,0,Unspecified,,,,,118062,SPORT UTILITY / STATION WAGON,,,,
01/24/2013,9:30,BROOKLYN,11208,40.6693311,-73.8737961,"(40.6693311, -73.8737961)",FOUNTAIN AVENUE                 ,DUMONT AVENUE                   ,,1,0,1,0,0,0,0,0,Unspecified,,,,,165777,PASSENGER VEHICLE,,,,
01/24/2013,9:30,,,40.7561906,-73.7464006,"(40.7561906, -73.7464006)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3079415,PASSENGER VEHICLE,UNKNOWN,,,
01/24/2013,9:30,,,,,,,,PARKING GARAGE 65-75 SAUNDERS ST        ,0,0,0,0,0,0,0,0,Other Electronic Device,,,,,265400,PASSENGER VEHICLE,,,,
01/24/2013,9:30,,,,,,BROOKVILLE BOULEVARD            ,ROCKAWAY BOULEVARD              ,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,222204,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/24/2013,9:30,STATEN ISLAND,10306,40.5608653,-74.1208417,"(40.5608653, -74.1208417)",GUYON AVENUE                    ,PENDALE STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,296276,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/24/2013,9:30,QUEENS,11413,40.6754506,-73.7440322,"(40.6754506, -73.7440322)",135 AVENUE                      ,227 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,222205,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,UNKNOWN,,
01/24/2013,9:30,QUEENS,11385,40.7004993,-73.9002015,"(40.7004993, -73.9002015)",FOREST AVENUE                   ,MYRTLE AVENUE                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,215218,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/24/2013,9:30,QUEENS,11377,40.7412802,-73.9025654,"(40.7412802, -73.9025654)",QUEENS BOULEVARD                ,63 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,240931,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/24/2013,9:30,BRONX,10462,40.8309022,-73.8476419,"(40.8309022, -73.8476419)",HAVILAND AVENUE                 ,HAVEMEYER AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,82222,VAN,UNKNOWN,,,
01/24/2013,9:28,MANHATTAN,10004,40.7047985,-74.0166846,"(40.7047985, -74.0166846)",BATTERY PLACE                   ,WEST STREET                     ,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,1720,SPORT UTILITY / STATION WAGON,BUS,,,
01/24/2013,9:23,,,,,,MORRIS AVENUE                   ,CROSS BRONX EXPRESSWAY          ,,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,Unspecified,,,92920,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
01/24/2013,9:23,BRONX,10467,40.8790546,-73.8743853,"(40.8790546, -73.8743853)",EAST GUN HILL ROAD              ,PERRY AVENUE                    ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,110721,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/24/2013,9:22,QUEENS,11692,40.5924102,-73.788995,"(40.5924102, -73.788995)",BEACH 59 STREET                 ,ROCKAWAY FREEWAY                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,202679,SMALL COM VEH(4 TIRES) ,SPORT UTILITY / STATION WAGON,,,
01/24/2013,9:20,STATEN ISLAND,10310,40.6317102,-74.1166647,"(40.6317102, -74.1166647)",SENECA STREET                   ,BROADWAY                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,286913,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/24/2013,9:20,MANHATTAN,10002,40.7216331,-73.9935279,"(40.7216331, -73.9935279)",RIVINGTON STREET                ,BOWERY                          ,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,6703,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,,,
01/24/2013,9:15,BROOKLYN,11236,40.6451334,-73.9023131,"(40.6451334, -73.9023131)",ROCKAWAY PARKWAY                ,GLENWOOD ROAD                   ,,1,0,1,0,0,0,0,0,Unspecified,,,,,145668,OTHER,,,,
01/24/2013,9:15,BROOKLYN,11234,40.6344828,-73.9188516,"(40.6344828, -73.9188516)",GLENWOOD ROAD                   ,RALPH AVENUE                    ,,1,0,1,0,0,0,0,0,Unspecified,,,,,145629,PASSENGER VEHICLE,,,,
01/24/2013,9:15,QUEENS,11429,40.7055336,-73.7380376,"(40.7055336, -73.7380376)",219 STREET                      ,112 AVENUE                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,222199,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
01/24/2013,9:15,BROOKLYN,11221,40.6998614,-73.9282822,"(40.6998614, -73.9282822)",STARR STREET                    ,CENTRAL AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,185467,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/24/2013,9:13,MANHATTAN,10031,40.8266439,-73.9430577,"(40.8266439, -73.9430577)",WEST 149 STREET                 ,SAINT NICHOLAS AVENUE           ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,65415,PASSENGER VEHICLE,UNKNOWN,,,
01/24/2013,9:10,BROOKLYN,11238,40.6852168,-73.9592778,"(40.6852168, -73.9592778)",CLASSON AVENUE                  ,GATES AVENUE                    ,,0,0,0,0,0,0,0,0,Outside Car Distraction,Fatigued/Drowsy,,,,192349,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
01/24/2013,9:08,MANHATTAN,10035,40.8020766,-73.9340633,"(40.8020766, -73.9340633)",EAST 124 STREET                 ,2 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,60442,LIVERY VEHICLE,BUS,,,
01/24/2013,9:05,MANHATTAN,10026,40.8051537,-73.9511132,"(40.8051537, -73.9511132)",WEST 119 STREET                 ,7 AVENUE                        ,,5,0,0,0,0,0,5,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,64037,SMALL COM VEH(4 TIRES) ,LIVERY VEHICLE,SPORT UTILITY / STATION WAGON,,
01/24/2013,9:05,MANHATTAN,10023,40.7729916,-73.9820779,"(40.7729916, -73.9820779)",WEST 65 STREET                  ,COLUMBUS AVENUE                 ,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,53402,SPORT UTILITY / STATION WAGON,,,,
01/24/2013,9:04,MANHATTAN,10025,40.7978156,-73.9713371,"(40.7978156, -73.9713371)",WEST 100 STREET                 ,WEST END AVENUE                 ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,58253,PASSENGER VEHICLE,TAXI,,,
01/24/2013,9:00,,,40.6658597,-73.7500339,"(40.6658597, -73.7500339)",,,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3017230,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/24/2013,9:00,,,,,,BAY STREET                      ,VICTORY BOULEVARD               ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,286917,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/24/2013,9:00,STATEN ISLAND,10312,40.5422345,-74.1717513,"(40.5422345, -74.1717513)",ARDEN AVENUE                    ,VAN BRUNT STREET                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,302180,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/24/2013,9:00,STATEN ISLAND,10301,40.6439223,-74.0727351,"(40.6439223, -74.0727351)",,,P/L 1 RICHMOND TERRACE                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,286910,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
